id,x,y,z,visibility
0,0.05328243970870972,-0.5448609590530396,-0.214322030544281,0.9999912977218628
1,0.07768633961677551,-0.5589373111724854,-0.23527701199054718,0.9999735355377197
2,0.07853144407272339,-0.5567251443862915,-0.2309243381023407,0.9999765157699585
3,0.0773082822561264,-0.5594075918197632,-0.22969919443130493,0.9999769926071167
4,0.07266566157341003,-0.5638057589530945,-0.22142915427684784,0.9999823570251465
5,0.07546737790107727,-0.5621122121810913,-0.23350122570991516,0.9999897480010986
6,0.07359550893306732,-0.5476495623588562,-0.21244919300079346,0.9999881982803345
7,0.20965607464313507,-0.5113551616668701,-0.23900286853313446,0.9999967813491821
8,0.11727943271398544,-0.4828694462776184,-0.10688846558332443,0.9999911785125732
9,0.11947577446699142,-0.5077675580978394,-0.20313112437725067,0.9999977350234985
10,0.08948099613189697,-0.4808512330055237,-0.1921987533569336,0.9999961853027344
11,0.3599467873573303,-0.31961262226104736,-0.10546863824129105,0.9999991655349731
12,0.11254417151212692,-0.4666930139064789,0.02721756510436535,0.9999959468841553
13,0.37689217925071716,-0.16975237429141998,-0.2403588443994522,0.9885241389274597
14,-0.13728059828281403,-0.3982418179512024,-0.01511095929890871,0.8756008148193359
15,0.2712509334087372,-0.08055704832077026,-0.34578782320022583,0.9943349957466125
16,-0.34793397784233093,-0.5038177967071533,-0.15868037939071655,0.9740490913391113
17,0.2566593885421753,-0.07399503886699677,-0.3646273612976074,0.9957219362258911
18,-0.3691924810409546,-0.5254281759262085,-0.19646568596363068,0.9817309379577637
19,0.21445488929748535,-0.10037972033023834,-0.3767893314361572,0.9961158037185669
20,-0.3363797068595886,-0.5358111262321472,-0.2185000479221344,0.9825267195701599
21,0.24781551957130432,-0.07166634500026703,-0.35614535212516785,0.9936263561248779
22,-0.3504626154899597,-0.5078451037406921,-0.17575900256633759,0.9817200303077698
23,0.0806322991847992,0.07768991589546204,0.02267315424978733,0.999994158744812
24,-0.0766332745552063,-0.08021218329668045,-0.018270503729581833,0.9999960660934448
25,0.10172601044178009,0.388026624917984,-0.24611957371234894,0.9985713958740234
26,-0.34296914935112,-0.13052290678024292,-0.10773525387048721,0.9991751313209534
27,-0.19436684250831604,0.19009101390838623,0.06384953111410141,0.8167518973350525
28,-0.7889885902404785,-0.13865016400814056,-0.007308634463697672,0.9942506551742554
29,-0.239740788936615,0.14742633700370789,0.10655725002288818,0.7148881554603577
30,-0.8346381187438965,-0.15199978649616241,-0.03497140109539032,0.9665817022323608
31,-0.37141385674476624,0.11718863248825073,0.1246071606874466,0.8392230272293091
32,-0.8497862815856934,-0.2104746550321579,-0.06041129678487778,0.9908066391944885
